-1.92397, -0.551375, 0, 0, 0, -0.00954666, 0.999954
-1.87403, -0.552328, 0, 0, 0, -0.0134693, 0.999909
-1.84905, -0.553393, 0, 0, 0, -0.0225736, 0.999745
-1.82408, -0.554585, 0, 0, 0, -0.0268349, 0.99964
-1.79912, -0.556076, 0, 0, 0, -0.031357, 0.999508
-1.77418, -0.557719, 0, 0, 0, -0.0359124, 0.999355
-1.74925, -0.559665, 0, 0, 0, -0.0405837, 0.999176
-1.72434, -0.561774, 0, 0, 0, -0.0452137, 0.998977
-1.69946, -0.564181, 0, 0, 0, -0.0498751, 0.998755
-1.67459, -0.566756, 0, 0, 0, -0.0544406, 0.998517
-1.64976, -0.569617, 0, 0, 0, -0.0360893, 0.999349
-1.62477, -0.570359, 0, 0, 0, -0.0242578, 0.999706
-1.59982, -0.572042, 0, 0, 0, -0.0464754, 0.998919
-1.575, -0.575, 0, 0, 0, 0.276958, 0.960882
-1.525, -0.525, 0, 0, 0, 0.382683, 0.92388
-1.475, -0.475, 0, 0, 0, 0.382683, 0.92388
-1.425, -0.425, 0, 0, 0, 0.36794, 0.92985
-1.42373, -0.426896, 0, 0, 0, 0.106548, 0.994308
-1.39984, -0.419545, 0, 0, 0, 0.147434, 0.989072
-1.37591, -0.412314, 0, 0, 0, 0.143847, 0.9896
-1.35191, -0.40531, 0, 0, 0, 0.141136, 0.98999
-1.3279, -0.398341, 0, 0, 0, 0.139548, 0.990215
-1.30386, -0.391492, 0, 0, 0, 0.138512, 0.990361
-1.27982, -0.384624, 0, 0, 0, 0.138158, 0.99041
-1.25576, -0.377808, 0, 0, 0, 0.142853, 0.989744
-1.23186, -0.370486, 0, 0, 0, 0.14736, 0.989083
-1.20794, -0.363233, 0, 0, 0, 0.146668, 0.989186
-1.18401, -0.355977, 0, 0, 0, 0.146243, 0.989249
-1.16008, -0.348766, 0, 0, 0, 0.145997, 0.989285
-1.13614, -0.341534, 0, 0, 0, 0.145964, 0.98929
-1.11221, -0.334326, 0, 0, 0, 0.146066, 0.989275
-1.08828, -0.327084, 0, 0, 0, 0.192052, 0.981385
-1.06609, -0.315559, 0, 0, 0, 0.227075, 0.973877
-1.04344, -0.304975, 0, 0, 0, 0.239326, 0.970939
-1.02187, -0.292347, 0, 0, 0, 0.226939, 0.973909
-0.998709, -0.28293, 0, 0, 0, 0.17632, 0.984333
-0.975, -0.275, 0, 0, 0, 0.196576, 0.980489
-0.939428, -0.258164, 0, 0, 0, 0.203488, 0.979077
-0.916023, -0.249378, 0, 0, 0, 0.19403, 0.980996
-0.893216, -0.239139, 0, 0, 0, 0.218827, 0.975764
-0.87082, -0.228029, 0, 0, 0, 0.247179, 0.96897
-0.849359, -0.215207, 0, 0, 0, 0.274277, 0.961651
-0.828349, -0.201658, 0, 0, 0, 0.284013, 0.95882
-0.807426, -0.187975, 0, 0, 0, 0.296482, 0.955038
-0.78715, -0.17335, 0, 0, 0, 0.305499, 0.952192
-0.766759, -0.158886, 0, 0, 0, 0.30817, 0.951331
-0.746648, -0.144034, 0, 0, 0, 0.316377, 0.948634
-0.726769, -0.128874, 0, 0, 0, 0.381175, 0.924503
-0.71148, -0.109094, 0, 0, 0, 0.416041, 0.909346
-0.694127, -0.0910979, 0, 0, 0, 0.36702, 0.930213
-0.675, -0.0749999, 0, 0, 0, 0.372315, 0.928107
-0.625, -0.0249999, 0, 0, 0, 0.382683, 0.92388
-0.575, 0.0250001, 0, 0, 0, 0.30412, 0.952634
-0.525013, 0.0460847, 0, 0, 0, 0.291373, 0.956609
-0.5119, 0.06737, 0, 0, 0, 0.495583, 0.868561
-0.499577, 0.0891222, 0, 0, 0, 0.503237, 0.864148
-0.487225, 0.110857, 0, 0, 0, 0.498542, 0.866866
-0.474433, 0.132337, 0, 0, 0, 0.493774, 0.86959
-0.461606, 0.153795, 0, 0, 0, 0.505807, 0.862647
-0.450027, 0.175952, 0, 0, 0, 0.512647, 0.8586
-0.437889, 0.197807, 0, 0, 0, 0.435965, 0.899964
-0.419437, 0.214676, 0, 0, 0, 0.394435, 0.918924
-0.403532, 0.233964, 0, 0, 0, 0.438719, 0.898624
-0.388696, 0.254086, 0, 0, 0, 0.463218, 0.886244
-0.375, 0.275, 0, 0, 0, 0.40729, 0.913299
-0.325, 0.325, 0, 0, 0, 0.382683, 0.92388
-0.275, 0.375, 0, 0, 0, 0.382683, 0.92388
-0.225, 0.425, 0, 0, 0, 0.382683, 0.92388
-0.175, 0.475, 0, 0, 0, 0.275616, 0.961268
-0.130475, 0.48406, 0, 0, 0, 0.0342307, 0.999414
-0.10585, 0.479743, 0, 0, 0, -0.0943493, 0.995539
-0.0813704, 0.474668, 0, 0, 0, -0.103484, 0.994631
-0.0569212, 0.46945, 0, 0, 0, 0.00944068, 0.999955
-0.0326865, 0.475588, 0, 0, 0, 0.120844, 0.992671
-0.00838227, 0.481445, 0, 0, 0, 0.117162, 0.993113
0.015941, 0.487223, 0, 0, 0, 0.114626, 0.993409
0.0403032, 0.492832, 0, 0, 0, 0.112625, 0.993638
0.0646722, 0.498414, 0, 0, 0, 0.111349, 0.993781
0.0890634, 0.503898, 0, 0, 0, 0.110407, 0.993886
0.113454, 0.509387, 0, 0, 0, 0.109934, 0.993939
0.137855, 0.514825, 0, 0, 0, 0.109671, 0.993968
0.162251, 0.520288, 0, 0, 0, 0.115339, 0.993326
0.186522, 0.526281, 0, 0, 0, 0.120374, 0.992729
0.210802, 0.532238, 0, 0, 0, 0.119206, 0.99287
0.235101, 0.538117, 0, 0, 0, 0.118239, 0.992985
0.259403, 0.543979, 0, 0, 0, 0.117552, 0.993067
0.283719, 0.54979, 0, 0, 0, 0.117037, 0.993128
0.308034, 0.555602, 0, 0, 0, 0.116712, 0.993166
0.332356, 0.561382, 0, 0, 0, 0.116501, 0.993191
0.356677, 0.567173, 0, 0, 0, 0.116453, 0.993196
0.381001, 0.572948, 0, 0, 0, 0.119027, 0.992891
0.405259, 0.578991, 0, 0, 0, 0.121311, 0.992615
0.429529, 0.584989, 0, 0, 0, 0.120765, 0.992681
0.4538, 0.590979, 0, 0, 0, 0.120352, 0.992731
0.47808, 0.596937, 0, 0, 0, 0.120031, 0.99277
0.50236, 0.602896, 0, 0, 0, 0.11968, 0.992813
0.526648, 0.608819, 0, 0, 0, 0.119485, 0.992836
0.550932, 0.614758, 0, 0, 0, 0.0706316, 0.997502
0.57591, 0.61583, 0, 0, 0, 0.0446098, 0.999004
0.60068, 0.61921, 0, 0, 0, 0.0922012, 0.99574
0.625, 0.625, 0, 0, 0, 0.316431, 0.948616
0.675, 0.675, 0, 0, 0, 0.382683, 0.92388
0.725, 0.725, 0, 0, 0, 0.382683, 0.92388
0.775, 0.775, 0, 0, 0, 0.369268, 0.929323
0.800594, 0.796339, 0, 0, 0, 0.184066, 0.982914
0.825534, 0.794615, 0, 0, 0, -0.0356369, 0.999365
0.850467, 0.792777, 0, 0, 0, -0.0319312, 0.99949
0.87543, 0.791423, 0, 0, 0, -0.0275909, 0.999619
0.900391, 0.790019, 0, 0, 0, -0.0253841, 0.999678
0.925365, 0.788886, 0, 0, 0, -0.0229629, 0.999736
0.950338, 0.787724, 0, 0, 0, -0.0127829, 0.999918
0.975338, 0.787608, 0, 0, 0, -0.00546282, 0.999985
1.00033, 0.787177, 0, 0, 0, -0.0185923, 0.999827
1.02529, 0.785749, 0, 0, 0, -0.0285228, 0.999593
1.05025, 0.784326, 0, 0, 0, -0.0275143, 0.999621
1.07522, 0.782999, 0, 0, 0, -0.0264605, 0.99965
1.10018, 0.781681, 0, 0, 0, -0.0255898, 0.999673
1.12515, 0.780441, 0, 0, 0, -0.0246963, 0.999695
1.15012, 0.779212, 0, 0, 0, -0.029517, 0.999564
1.17506, 0.77749, 0, 0, 0, -0.0304104, 0.999537
1.20003, 0.776173, 0, 0, 0, -0.0249103, 0.99969
1.225, 0.775, 0, 0, 0, 0.0582519, 0.998302
1.27386, 0.784819, 0, 0, 0, 0.0830247, 0.996547
1.29873, 0.787372, 0, 0, 0, 0.0546257, 0.998507
1.32357, 0.790273, 0, 0, 0, 0.0603532, 0.998177
1.34837, 0.793396, 0, 0, 0, 0.0660406, 0.997817
1.37313, 0.796863, 0, 0, 0, 0.0717564, 0.997422
1.39785, 0.800553, 0, 0, 0, 0.0772517, 0.997012
1.42253, 0.804565, 0, 0, 0, 0.0825343, 0.996588
1.44717, 0.808779, 0, 0, 0, 0.0875958, 0.996156
1.47176, 0.813291, 0, 0, 0, 0.0924919, 0.995713
1.49632, 0.817988, 0, 0, 0, 0.097117, 0.995273
1.52082, 0.822956, 0, 0, 0, 0.113187, 0.993574
1.54502, 0.82923, 0, 0, 0, 0.127333, 0.99186
1.5692, 0.835586, 0, 0, 0, 0.127858, 0.991792
1.59338, 0.841911, 0, 0, 0, 0.128484, 0.991712
1.61755, 0.848328, 0, 0, 0, 0.129368, 0.991597
1.64171, 0.854739, 0, 0, 0, 0.130339, 0.991469
1.66585, 0.86125, 0, 0, 0, 0.128438, 0.991718
1.69006, 0.867476, 0, 0, 0, 0.129339, 0.9916
1.71417, 0.874075, 0, 0, 0, 0.15012, 0.988668
1.73778, 0.882309, 0, 0, 0, 0.152162, 0.988356
1.76184, 0.889108, 0, 0, 0, 0.117506, 0.993072
1.78636, 0.893969, 0, 0, 0, 0.0807394, 0.996735
1.81116, 0.897151, 0, 0, 0, 0.0473731, 0.998877
1.83611, 0.898699, 0, 0, 0, 0.0150622, 0.999887
1.86111, 0.898656, 0, 0, 0, -0.000855123, 1
1.86111, 0.898656, 0, 0, 0, 0.01106, 0.999939
